9	9
9	9
9	9
9	9
27	27
9	9
9	9
9	9
13	13
14	14
10	10
9	9
15	15
5	5
15	15
19	19
15	15
9	9
9	9
49	31
9	9
9	9
19	31
9	9
9	9
19	19
31	31
9	9
33	33
43	43
15	15
9	9
9	9
49	49
15	15
9	9
19	19
31	31
15	15
9	9
32	32
33	33
9	9
9	9
14	14
15	15
7	7
44	44
17	17
15	15
14	14
19	19
36	36
31	31
9	9
14	14
14	14
31	31
15	15
14	14
15	15
26	26
9	9
15	15
9	9
9	9
15	15
9	9
14	14
9	9
31	5
19	19
9	9
9	9
15	15
9	9
9	9
15	15
20	20
9	9
15	15
9	9
20	20
9	9
9	9
9	9
9	9
15	15
49	49
14	14
9	9
15	15
23	23
15	15
9	9
9	9
7	7
15	15
32	32
30	31
5	5
9	9
15	15
14	14
0	0
9	9
9	9
14	14
15	15
9	9
14	14
9	19
14	14
9	9
15	15
15	15
14	14
9	9
9	9
9	9
9	9
32	32
15	15
36	36
9	9
9	9
9	9
9	9
9	9
15	15
9	9
9	9
9	9
9	9
15	15
9	9
9	9
20	20
31	31
15	15
15	15
14	14
9	9
15	15
27	27
43	31
15	15
15	15
4	4
11	11
15	15
31	35
9	9
14	14
31	31
5	5
15	15
15	9
9	9
9	9
7	7
31	49
9	9
9	9
15	15
15	15
9	9
43	43
15	15
14	14
15	15
9	9
9	9
9	9
14	14
10	10
9	9
9	9
35	31
15	15
9	9
9	9
15	15
15	15
9	9
9	9
15	15
14	14
14	14
9	9
9	9
7	7
9	9
15	15
9	9
14	14
9	9
14	14
14	14
14	14
9	9
5	4
15	15
15	15
19	19
15	15
31	36
14	14
9	9
9	9
9	9
14	14
14	14
44	44
9	9
15	15
15	15
9	9
9	9
14	14
33	33
31	31
14	14
9	9
19	19
9	9
9	9
9	9
32	32
9	9
9	9
15	15
31	36
15	15
31	33
15	15
15	15
31	31
9	9
5	5
9	9
9	9
9	9
9	9
15	15
31	31
9	9
6	6
14	14
9	9
9	9
15	15
14	14
0	3
19	19
15	15
19	19
2	2
9	9
7	7
9	9
9	9
9	9
9	9
31	31
9	9
9	9
19	19
9	9
7	7
9	9
9	9
9	9
49	29
15	15
15	15
9	9
11	11
9	9
44	44
21	21
9	9
9	9
9	9
0	0
7	7
13	4
14	14
5	0
9	9
31	19
14	14
19	19
15	15
9	9
9	9
15	15
31	31
11	10
14	14
31	31
22	22
15	15
15	15
9	9
9	9
9	9
15	15
14	14
9	9
9	9
5	5
9	9
14	14
9	9
9	9
19	19
14	14
15	15
19	19
15	15
9	9
6	6
14	14
9	9
9	9
15	15
9	9
9	9
15	15
9	9
14	14
14	14
15	15
31	31
14	14
7	7
9	9
31	31
36	36
6	6
9	9
14	14
31	36
31	31
19	19
43	43
31	31
9	9
9	9
9	9
31	31
15	15
3	3
9	9
9	9
14	14
9	9
15	15
15	15
31	31
9	9
14	14
9	9
15	15
15	15
15	15
14	14
9	9
36	36
14	14
27	27
15	15
9	9
31	36
9	9
15	15
14	14
14	14
9	9
9	9
14	14
9	9
9	9
14	14
6	6
14	14
15	15
34	34
9	9
31	31
9	9
9	9
32	32
9	9
9	9
33	33
20	20
9	9
49	49
9	9
15	15
9	9
45	45
36	19
15	15
9	9
15	15
9	9
31	31
15	15
9	9
31	31
9	9
9	9
9	9
9	9
9	9
2	21
14	14
15	15
9	9
15	15
9	9
9	9
9	9
9	9
9	9
7	7
9	9
9	9
9	9
9	9
9	9
9	9
15	15
9	9
14	14
14	14
27	27
5	15
9	9
9	9
9	9
9	9
14	14
29	29
15	15
31	31
15	15
15	15
9	9
32	32
31	31
9	9
19	19
9	9
14	14
15	15
31	31
9	9
19	19
9	9
9	9
33	33
14	14
14	14
44	44
9	9
19	19
31	31
9	9
31	31
9	9
17	17
9	9
26	26
14	14
9	9
9	9
9	9
9	9
9	9
15	15
9	9
15	15
14	14
14	14
9	9
9	9
19	19
5	5
9	9
15	15
15	15
35	35
15	15
9	9
15	15
31	31
9	9
9	9
15	15
43	43
17	17
9	9
9	9
15	15
9	9
9	9
31	31
9	9
15	15
15	15
15	15
9	9
0	0
14	14
14	14
9	9
9	9
14	14
9	9
14	14
15	15
15	15
9	9
9	9
31	31
9	9
15	15
9	9
9	9
1	1
14	14
9	9
9	9
9	9
9	9
9	9
6	6
34	34
9	9
7	7
9	9
9	9
14	14
14	14
7	7
14	14
15	15
14	14
31	19
8	8
26	26
15	15
14	14
7	7
32	32
31	19
14	14
9	9
10	10
44	44
44	44
15	15
9	9
9	9
14	14
15	15
4	4
9	9
9	9
9	9
9	9
14	14
9	9
9	9
15	15
50	47
14	14
9	9
11	15
15	15
9	9
1	1
15	15
20	20
15	15
15	15
9	9
9	9
34	34
33	33
15	15
14	14
31	31
15	15
14	14
14	14
9	9
9	9
14	14
15	15
9	9
5	5
6	6
6	6
15	15
9	9
36	36
19	3
15	15
9	9
14	14
10	44
15	15
49	49
9	9
14	14
33	33
9	9
9	9
9	9
14	14
9	9
14	14
9	9
7	7
36	31
14	14
31	31
9	9
31	31
9	9
9	9
15	15
9	9
19	19
9	9
9	9
14	14
9	9
9	9
9	9
9	9
15	15
9	9
15	15
9	9
9	9
7	7
9	9
9	9
31	31
16	17
9	9
14	14
15	15
9	9
36	36
9	9
43	19
14	14
9	9
9	9
15	15
0	19
19	10
9	9
50	50
9	9
9	9
9	9
9	9
31	31
9	9
9	9
14	14
9	9
15	15
47	47
14	14
9	9
10	10
9	9
31	31
15	15
9	9
44	44
9	9
50	50
9	9
9	9
15	15
7	7
7	7
9	9
9	9
15	15
40	43
15	15
31	31
3	3
14	14
44	44
9	9
14	14
15	15
15	9
9	9
9	9
4	4
15	15
17	17
9	9
9	9
9	9
9	9
14	14
15	15
14	14
23	23
14	14
31	31
9	9
7	35
14	14
15	15
9	9
6	6
9	9
9	9
7	7
9	9
9	9
9	9
9	9
15	15
31	31
15	15
43	31
9	9
9	9
9	9
9	9
9	9
19	19
9	9
31	31
11	11
32	32
15	15
22	22
9	9
15	15
14	14
15	15
14	14
31	31
9	9
15	15
9	9
9	9
9	9
9	9
10	10
31	31
27	26
9	9
50	50
29	29
9	9
9	9
9	9
9	9
9	9
9	9
19	19
15	15
8	8
9	9
9	9
14	14
9	9
14	14
9	9
9	9
9	9
9	9
9	9
14	14
15	15
15	15
15	15
31	31
9	9
14	14
9	9
9	9
15	15
14	14
15	15
9	9
7	7
20	20
14	14
15	15
36	36
9	9
36	33
9	9
14	14
31	31
36	36
9	9
44	44
9	9
9	9
9	9
9	9
15	15
14	14
15	15
9	9
9	9
14	14
31	31
34	34
9	9
14	14
15	15
9	9
31	31
9	9
27	27
14	14
9	9
31	19
9	9
9	9
26	26
9	9
31	31
7	7
9	9
9	9
9	9
32	32
12	12
49	31
9	9
9	9
14	14
9	9
9	9
14	14
33	33
14	14
9	9
9	9
9	9
15	15
15	15
14	14
9	9
15	15
36	36
9	9
15	15
7	7
15	15
14	14
36	36
15	15
1	1
14	14
9	9
15	15
14	14
9	9
9	9
15	15
5	5
9	9
15	14
43	43
15	15
43	31
31	31
15	15
14	14
9	9
33	31
9	9
9	9
15	15
14	14
36	36
9	9
9	9
9	9
9	9
5	5
9	9
19	19
9	9
30	31
15	15
9	9
6	6
9	9
15	15
14	14
9	9
9	9
14	14
9	9
9	9
9	9
9	9
9	9
36	36
7	7
36	36
9	9
9	9
14	14
36	35
14	14
31	31
31	31
9	9
15	15
19	19
31	31
27	27
38	38
49	49
9	9
35	32
15	15
32	32
9	9
9	9
9	9
3	3
9	9
15	15
5	5
14	14
9	9
9	9
9	9
20	20
14	14
9	9
15	15
7	7
15	15
9	9
27	27
7	7
14	14
15	15
36	36
15	15
15	15
9	9
6	6
15	15
6	6
31	31
9	9
9	9
14	14
32	32
12	12
9	9
9	9
9	9
15	15
14	14
9	15
9	9
6	6
49	49
9	9
9	9
14	14
9	9
36	36
34	34
9	9
15	15
15	15
12	12
14	14
9	9
9	9
31	31
15	15
9	9
9	9
9	9
9	9
9	9
9	9
9	9
15	15
9	9
9	9
1	1
9	9
9	9
9	9
14	14
19	19
9	9
9	9
14	14
15	15
7	7
9	9
31	31
49	49
11	11
9	9
14	14
9	9
31	31
15	15
9	9
9	9
15	15
14	14
6	6
15	15
15	15
19	19
31	31
14	14
31	31
9	9
15	15
9	9
17	17
9	9
18	17
9	9
31	31
36	36
9	9
7	7
15	15
18	7
31	31
15	15
9	9
9	9
9	9
15	15
1	1
9	9
9	9
15	15
9	9
9	9
9	9
19	19
29	29
3	3
9	9
38	38
15	15
32	32
5	19
32	32
29	29
31	19
9	9
34	34
9	9
49	49
10	10
9	9
9	9
9	9
9	9
9	9
36	36
9	9
15	15
9	9
9	9
9	9
9	9
32	32
31	31
9	9
14	14
7	7
34	34
9	9
15	15
15	15
7	7
44	44
15	15
19	19
9	9
15	15
9	9
9	9
31	31
6	6
9	9
15	15
15	15
12	12
15	15
15	15
19	10
7	7
15	15
21	21
31	31
36	36
19	19
19	19
9	9
9	9
15	15
19	10
9	9
9	9
9	9
14	14
9	9
14	14
15	15
15	15
15	15
9	9
9	9
15	15
9	9
15	15
9	9
14	14
9	9
14	14
9	9
9	9
20	20
9	9
34	34
14	14
9	9
32	32
44	44
14	14
15	15
14	14
32	32
9	9
15	15
9	9
15	15
15	15
14	14
9	9
19	19
9	9
15	15
45	45
9	9
5	5
9	9
15	15
15	15
15	15
15	15
0	0
9	9
52	52
14	14
15	15
14	14
9	9
15	15
15	15
14	14
14	14
14	14
9	9
9	9
9	9
31	31
15	15
9	9
22	22
9	9
31	31
14	14
9	9
9	9
9	9
15	15
14	14
15	15
15	15
31	31
14	14
31	31
43	43
14	14
5	5
14	14
31	31
15	15
14	14
9	9
15	15
14	14
9	9
9	9
32	32
14	14
36	36
15	15
36	31
9	9
31	31
31	31
9	9
15	15
9	9
14	14
9	15
3	3
15	15
44	44
15	15
31	31
43	43
4	4
9	9
9	9
7	7
9	15
14	14
9	9
49	49
9	9
9	9
9	9
15	15
9	9
9	9
9	9
15	15
15	15
15	15
15	15
31	31
19	19
15	15
38	38
9	9
7	7
31	31
9	9
9	9
31	31
15	15
15	15
14	14
14	14
15	15
31	31
15	15
9	9
9	9
9	9
9	9
19	19
9	9
14	14
15	15
14	14
9	9
14	14
19	19
9	9
9	9
14	14
15	15
9	9
9	9
15	15
7	7
9	9
7	7
9	9
9	9
9	9
9	9
49	49
9	9
9	9
9	9
9	9
12	12
9	9
7	7
21	21
9	9
9	9
33	31
15	15
14	14
15	15
5	5
15	15
5	19
9	9
15	15
31	31
14	14
15	15
9	9
9	9
7	7
15	15
15	15
14	14
9	9
9	9
9	9
15	19
9	9
32	32
9	9
3	3
15	15
1	52
17	17
9	9
19	19
9	9
9	9
42	42
14	14
15	15
5	5
7	7
14	14
9	9
9	9
15	15
15	15
7	31
9	9
32	32
9	9
49	49
9	9
9	9
32	32
31	31
14	14
43	31
9	9
9	9
15	15
9	9
9	9
19	19
9	9
9	9
15	15
7	7
9	9
9	9
15	15
9	9
9	9
15	15
15	15
15	15
9	9
9	9
14	14
9	9
31	31
9	9
14	14
21	21
44	44
9	9
14	14
14	14
15	15
14	14
31	31
14	14
15	15
14	14
15	15
15	15
15	15
9	9
9	9
15	15
9	9
31	31
50	50
9	9
15	15
14	14
31	19
15	15
9	9
15	15
9	9
15	15
9	9
15	15
9	9
9	9
9	9
15	15
15	15
19	19
31	31
9	9
14	14
31	31
19	19
9	9
49	49
31	31
15	15
6	9
9	9
7	7
9	9
43	43
9	9
37	37
9	9
14	14
34	34
9	9
9	9
36	35
15	15
15	15
15	15
19	19
9	9
15	15
44	44
31	31
19	19
14	14
14	14
19	19
9	9
9	9
29	29
14	14
13	4
9	9
31	36
34	34
32	32
31	31
9	9
14	14
15	15
9	9
7	7
9	9
14	14
9	9
49	49
15	15
15	15
31	31
38	38
9	9
9	9
31	31
9	9
9	9
7	9
9	9
9	9
36	31
9	9
9	9
31	31
15	15
0	2
9	9
15	15
15	15
9	15
31	31
9	9
9	9
7	7
9	9
9	9
15	15
9	9
36	36
9	9
9	9
14	14
14	14
31	31
9	9
9	9
14	14
9	9
9	9
9	9
9	9
32	32
15	15
15	15
9	9
15	15
15	15
5	36
15	15
14	14
15	15
9	15
15	15
9	9
29	31
6	10
12	12
15	15
9	9
9	9
15	15
9	9
15	9
36	36
9	9
9	9
6	6
9	9
15	15
15	15
9	9
15	15
9	9
43	31
9	9
15	15
9	9
31	31
31	31
9	9
14	14
9	9
15	15
14	14
9	9
15	14
15	15
19	19
34	34
9	9
7	7
14	14
20	20
5	5
9	9
15	15
15	15
15	15
15	15
9	9
35	35
9	9
12	12
15	15
14	14
3	3
0	0
9	9
9	9
9	9
9	9
9	9
9	9
14	14
31	31
9	9
31	31
5	5
7	7
14	14
9	9
9	9
0	5
7	7
36	36
14	14
9	9
6	6
19	19
9	15
9	9
15	15
15	15
9	9
31	31
15	15
9	9
9	9
31	31
15	15
9	9
9	9
31	31
9	9
15	15
7	7
9	9
15	15
31	31
9	9
15	15
9	9
9	9
43	19
15	15
9	9
9	9
9	9
14	14
14	14
19	19
9	9
14	14
9	9
9	9
15	15
9	9
14	14
38	38
8	8
9	9
9	15
9	9
9	9
9	9
9	9
31	31
15	15
9	9
9	9
9	9
35	35
9	9
14	14
15	15
9	9
3	3
9	9
14	14
9	9
32	32
14	14
15	15
9	9
9	9
9	9
9	9
15	15
15	15
9	9
9	9
9	9
15	15
15	15
3	3
15	15
14	14
9	9
15	15
6	6
9	9
15	15
9	9
9	9
36	36
19	19
9	9
9	9
14	14
15	9
9	9
15	15
9	9
15	15
15	15
14	14
9	9
9	9
15	15
15	15
9	9
6	6
32	32
8	8
9	9
15	15
14	14
31	31
7	7
9	9
9	9
9	9
14	14
15	15
15	15
9	9
8	8
9	9
9	9
9	9
43	31
15	15
14	14
9	9
14	14
31	31
9	9
14	14
15	15
9	9
31	31
1	1
15	15
14	14
9	9
9	9
15	15
9	9
9	9
15	15
9	9
15	15
9	9
9	9
31	31
15	15
15	15
14	14
9	9
9	9
9	9
50	50
9	9
9	9
31	10
9	9
9	9
9	9
22	22
15	15
9	9
9	9
9	9
9	9
9	9
14	14
9	9
43	43
9	9
15	15
32	32
14	14
32	32
9	9
9	9
32	19
9	9
49	49
9	9
31	31
14	14
14	14
9	9
9	9
15	15
9	9
15	15
15	15
9	9
9	9
9	9
1	1
9	9
15	15
43	43
31	36
9	9
15	15
31	19
9	9
15	15
9	9
7	7
15	15
9	9
7	7
15	15
9	9
19	19
31	19
36	36
9	9
15	15
9	9
14	14
9	9
14	14
43	43
9	9
9	9
15	15
15	15
15	15
15	9
19	19
15	15
9	9
9	9
19	5
9	9
9	9
31	31
14	14
9	9
21	21
31	31
9	9
6	6
9	9
36	36
14	14
9	9
15	15
9	9
15	15
9	9
9	9
14	14
9	9
9	9
9	9
14	14
9	9
9	9
9	9
49	49
14	14
14	14
43	43
9	9
9	9
15	15
9	9
19	10
9	9
37	37
9	9
15	15
15	15
9	9
49	49
9	9
36	36
15	15
13	13
9	9
9	9
15	15
14	14
12	12
9	9
15	15
15	15
15	15
14	14
15	14
0	0
9	9
9	9
29	49
32	32
21	21
14	14
14	14
9	9
9	9
9	9
43	19
9	9
15	15
15	15
15	15
9	9
12	12
15	15
31	31
31	31
7	7
31	31
19	19
9	9
14	14
14	14
9	9
15	15
9	9
9	9
14	14
15	15
9	9
32	32
9	9
9	9
9	9
31	31
14	14
36	36
9	9
15	15
15	15
15	15
31	31
9	9
9	9
9	9
9	9
9	9
9	9
9	9
18	17
15	15
15	15
14	14
15	15
5	5
9	9
15	15
15	15
9	9
9	9
31	31
15	15
19	19
49	49
34	34
36	36
14	14
9	9
15	15
14	14
9	9
9	9
9	9
16	17
14	14
9	9
35	35
15	15
9	9
3	3
9	9
9	9
14	14
9	9
15	15
22	22
9	9
19	19
9	9
19	19
9	9
12	12
14	14
15	15
23	9
9	9
9	9
9	9
19	19
49	29
9	9
31	31
9	9
9	9
9	9
9	9
43	31
9	9
9	9
43	31
23	23
9	9
9	9
15	15
15	15
15	15
15	15
15	15
7	7
31	19
32	32
9	9
9	9
14	14
15	15
14	14
15	15
14	14
36	31
15	15
14	14
9	9
9	9
9	9
36	36
31	31
31	31
9	9
31	31
9	9
14	14
9	9
14	14
9	9
9	9
48	48
15	15
9	9
15	15
32	32
6	6
15	15
14	14
14	14
9	9
9	9
9	9
9	9
15	15
21	21
19	19
19	19
15	15
43	43
31	31
9	9
9	9
9	9
15	15
15	15
9	9
21	21
15	15
15	15
15	15
9	9
15	15
9	9
9	9
9	9
15	15
15	15
9	9
51	51
6	6
43	44
15	15
14	14
36	36
42	36
9	9
9	9
31	31
50	50
14	14
15	15
15	15
9	9
14	14
9	9
14	14
15	15
43	31
7	7
9	9
51	51
9	9
9	9
14	14
9	9
9	9
15	15
19	19
9	9
9	9
15	15
14	14
9	9
9	9
14	14
9	9
14	14
31	31
14	14
9	9
9	9
50	50
9	15
21	21
1	1
14	14
14	14
9	9
36	36
15	15
15	15
9	9
9	9
7	7
15	15
9	9
14	14
15	15
15	15
9	9
19	19
9	9
31	31
9	9
14	14
9	9
21	21
9	9
5	5
14	14
9	9
9	9
9	9
9	9
14	14
14	14
19	19
9	9
9	9
4	4
15	15
9	9
9	9
9	9
31	31
19	19
9	9
12	12
15	15
14	14
15	15
9	15
14	14
15	15
22	22
31	31
9	9
9	9
14	14
14	14
9	9
14	14
9	9
9	9
31	19
19	19
9	9
9	9
9	9
7	7
36	31
15	15
14	14
20	20
15	15
9	9
15	15
9	9
31	31
31	31
9	9
31	31
12	12
9	9
45	45
9	9
9	9
9	9
9	9
9	9
9	9
36	19
14	14
9	9
9	9
15	15
9	9
27	26
31	31
9	9
19	19
15	15
15	15
14	14
9	9
22	22
9	9
15	15
33	33
9	9
14	14
9	9
13	4
9	9
9	9
14	14
14	14
31	31
15	15
15	15
36	36
9	9
52	52
9	9
31	31
14	14
19	19
9	9
10	10
15	15
9	9
14	14
14	14
31	31
15	15
9	9
15	15
4	4
14	14
15	15
9	9
36	36
15	15
9	9
31	31
9	9
36	36
15	15
15	15
19	19
14	14
9	9
7	7
20	20
15	15
9	9
31	31
34	34
9	9
51	51
9	9
15	15
31	31
14	14
9	9
15	15
14	14
9	9
9	9
9	9
15	15
15	15
9	9
14	14
14	14
31	29
15	15
14	14
9	9
36	36
9	9
9	9
9	9
15	15
36	36
15	15
9	9
9	9
36	31
5	36
9	9
9	9
14	14
9	9
15	15
14	14
9	9
9	9
15	15
19	19
15	15
9	9
14	14
15	15
14	14
9	9
15	15
9	9
14	14
31	34
49	49
9	9
9	9
32	32
32	43
19	19
7	8
5	5
32	32
9	9
19	19
43	43
15	15
14	14
14	14
9	9
9	9
9	9
15	15
22	22
9	9
15	15
9	9
9	9
9	9
31	31
9	9
9	9
15	15
15	15
43	43
32	32
9	9
9	9
43	19
14	14
36	32
19	19
9	9
15	15
14	14
9	9
5	5
15	15
43	43
9	9
37	37
15	15
31	31
9	9
36	5
15	15
9	9
9	9
9	9
9	7
9	9
15	15
9	9
12	12
19	19
9	9
17	17
9	9
14	14
9	9
14	14
36	36
9	9
15	15
9	9
14	14
15	15
15	15
9	9
31	31
15	15
9	9
33	33
9	9
31	31
9	9
9	9
9	9
9	9
15	15
9	9
14	14
15	15
9	9
36	36
9	9
34	34
9	9
10	10
9	9
9	7
9	9
14	14
31	31
9	9
9	9
31	31
9	9
9	9
36	36
36	19
36	36
9	9
9	9
9	9
15	15
9	9
36	31
15	15
51	51
9	9
14	14
14	14
9	9
17	17
15	15
9	9
15	15
48	48
9	9
14	14
15	15
31	31
9	9
30	31
14	14
19	19
14	14
21	21
9	9
15	15
9	9
9	9
14	14
9	9
9	9
9	9
7	7
14	14
32	32
6	7
14	14
9	35
15	15
9	9
15	15
14	14
9	9
19	19
1	1
49	49
15	15
14	14
26	26
31	31
9	9
6	6
0	0
15	15
9	9
14	14
15	15
36	36
11	11
29	29
9	9
12	12
9	9
14	14
9	9
9	9
9	9
9	9
9	9
15	15
15	15
9	9
9	9
49	49
15	15
9	9
14	14
31	31
9	9
9	9
31	31
12	12
15	15
9	9
9	9
9	9
9	9
33	33
9	9
7	7
15	15
14	14
15	15
9	9
9	9
31	31
9	9
7	7
31	31
15	15
31	31
9	9
9	9
9	9
23	23
14	14
9	9
14	14
15	15
15	15
15	15
9	9
9	9
9	9
12	12
9	9
9	9
9	9
5	5
9	9
9	9
9	9
9	9
15	15
9	9
9	9
9	9
15	15
31	31
9	9
9	9
15	15
14	14
15	14
14	14
9	9
15	15
15	15
9	9
9	9
15	15
19	19
9	9
49	49
31	31
9	9
9	9
15	15
7	7
14	14
15	15
9	9
9	9
19	19
14	14
14	14
9	9
15	15
9	9
36	31
9	9
20	20
12	12
9	9
9	9
15	15
9	9
14	14
9	9
9	9
15	15
9	9
15	15
15	15
9	9
9	9
9	9
42	42
9	9
47	47
9	9
9	9
9	9
9	9
15	15
9	9
14	14
44	31
31	31
32	32
44	44
9	9
15	15
14	14
7	7
9	9
9	9
36	36
15	15
9	9
9	9
9	9
9	9
6	6
9	9
15	15
52	52
9	9
15	15
15	15
9	9
15	15
14	14
7	7
9	9
49	49
15	15
9	9
9	9
9	9
49	49
15	9
7	7
9	9
9	9
15	15
31	31
9	9
31	31
9	9
19	19
35	35
15	15
15	15
12	12
9	9
9	9
19	19
9	9
9	9
9	9
7	7
9	9
15	15
15	15
31	19
1	1
15	15
9	9
9	9
9	9
14	14
9	9
22	22
14	14
9	9
15	15
15	15
15	15
15	15
9	9
9	9
9	9
14	14
9	9
14	14
14	14
9	9
9	9
19	19
19	19
14	14
7	7
5	5
15	15
19	19
15	15
9	9
31	31
9	9
9	9
9	9
36	36
9	9
15	15
15	15
9	9
33	33
15	15
9	9
14	14
9	9
9	9
9	9
15	14
9	9
6	6
14	14
36	36
9	9
15	15
15	15
9	9
14	14
9	9
10	10
15	15
14	14
9	9
15	15
15	15
9	9
9	9
15	9
36	36
9	9
9	9
20	29
9	9
9	9
20	26
36	36
15	15
9	9
9	9
15	15
15	15
9	9
44	44
4	4
7	7
7	9
19	19
9	9
31	31
31	31
17	17
9	9
9	9
19	19
15	15
17	9
14	14
14	14
15	15
20	20
15	15
15	15
18	34
9	9
7	7
5	5
14	14
12	12
9	9
9	9
14	14
15	15
15	15
9	9
15	15
15	15
9	9
31	31
15	15
15	15
9	9
44	44
9	9
